Y,,X,Y,S
CRJ 511,1707830,CRJ 531,CRJ 511,0.8928646000000001
CRJ 511,1707851,CRJ 605,CRJ 511,0.8760178
CSE 594,1891448,LSE 594,CSE 594,0.9999998999999999
CSE 594,1892491,MCE 594,CSE 594,0.9999998999999999
DBA 592,221265,STP 592,DBA 592,0.99999994
DBA 592,212643,AME 592,DBA 592,0.99999994
DCE 122,1699339,MUP 388,DCE 122,0.8659928
DCE 122,1687844,MUE 560,DCE 122,0.86146504
DCE 234,2136780,DCE 501,DCE 234,0.91862243
DCE 234,2136756,DCE 334,DCE 234,0.8967377000000001
ECD 503,945142,PPE 501,ECD 503,1.0000002000000001
ECD 503,943321,SPE 501,ECD 503,1.0000002000000001
ECD 592,1045722,INT 692,ECD 592,0.99999994
ECD 592,1049319,ARS 692,ECD 592,0.99999994
ECD 593,1055520,MET 593,ECD 593,1.0
ECD 593,1050709,EDA 693,ECD 593,0.9999998999999999
ECN 331,1928816,TGM 430,ECN 331,0.87822604
ECN 331,1923257,ISS 562,ECN 331,0.87678397
ECN 753,197729,OMT 480,ECN 753,0.88436544
ECN 753,200286,MGT 302,ECN 753,0.8758799999999999
ECN 784,223067,PPE 593,ECN 784,0.8777446
ECN 784,218472,BCH 501,ECN 784,0.8314136000000001
ECS 315,794896,SPE 506,ECS 315,0.92351854
ECS 315,796715,PPE 551,ECS 315,0.91279143
EDP 499,1085142,POR 499,EDP 499,0.99999994
EDP 499,1087628,BUS 499,EDP 499,0.99999994
EDS 194,2117554,FRE 294,EDS 194,1.0
EDS 194,2117550,FRE 194,EDS 194,1.0
EDT 462,1597557,EDT 562,EDT 462,0.9999998999999999
EDT 462,1598251,MKT 530,EDT 462,0.88809973
EDT 501,1615018,CRD 403,EDT 501,0.8306856
EDT 501,1614735,EDT 530,EDT 501,0.8246559000000001
EDT 584,1685059,POS 484,EDT 584,1.0000002000000001
EDT 584,1687441,BUS 484,EDT 584,1.0000002000000001
EDT 591,1696135,MET 591,EDT 591,1.0000002000000001
EDT 591,1695912,MUP 591,EDT 591,1.0000001
EEE 471,2235798,EEE 546,EEE 471,0.86827654
EEE 471,2235815,EEE 571,EEE 471,0.83976316
EEE 505,2259193,EEE 643,EEE 505,0.8816485000000001
EEE 505,2259171,EEE 581,EEE 505,0.8792511000000001
EEE 539,2303618,EEE 643,EEE 539,0.8355326
EEE 539,2303567,EEE 541,EEE 539,0.81375295
EEE 564,6373,EEE 565,EEE 564,0.7590218000000001
EEE 564,8085,MET 434,EEE 564,0.758705
EEE 690,72759,LTC 590,EEE 690,0.99999976
EEE 690,73545,BUS 590,EEE 690,0.99999976
EGR 101,1536113,FSE 100,EGR 101,0.9210972
EGR 101,1539314,EEE 101,EGR 101,0.9072218000000001
EGR 280,1689637,IEE 380,EGR 280,0.9287321
EGR 280,1685753,CSE 569,EGR 280,0.8553715000000001
EGR 294,1707839,ART 494,EGR 294,1.0
EGR 294,1702219,DAH 494,EGR 294,1.0
EGR 475,18559,ALT 360,EGR 475,0.846455
EGR 475,8931,NAN 560,EGR 475,0.84606194
EMS 507,2149163,SOS 558,EMS 507,0.9350574
EMS 507,2144121,EMS 514,EMS 507,0.9080809999999999
ENG 364,1430299,ENG 455,ENG 364,0.89152527
ENG 364,1435899,WST 640,ENG 364,0.8869948000000001
ENG 390,1640245,ENG 393,ENG 390,0.8505801
ENG 390,1648952,TSS 506,ENG 390,0.82453966
ENG 472,2224288,COM 607,ENG 472,0.8752656999999999
ENG 472,2223666,CMN 502,ENG 472,0.8268681
ENG 490,52337,ENG 491,ENG 490,0.9999995
ENG 490,54418,REL 301,ENG 490,0.8575697
ENG 593,307000,MUD 593,ENG 593,1.0
ENG 593,314028,MET 593,ENG 593,1.0
ENG 604,691556,ENG 642,ENG 604,0.89542437
ENG 604,699406,SLC 202,ENG 604,0.8832175999999999
ENT 464,210619,ENT 465,ENT 464,1.0000001
ENT 464,210667,GRA 464,ENT 464,1.0000001
ENV 394,356572,FRE 294,ENV 394,1.0
ENV 394,356568,FRE 194,ENV 394,1.0
ESS 583,1937931,TSS 783,ESS 583,1.0
ESS 583,1936373,ESS 783,ESS 583,1.0
ESS 691,1961779,MET 591,ESS 691,1.0000002000000001
ESS 691,1961607,ARE 591,ESS 691,1.0000001
EST 500,1566611,DAH 500,EST 500,0.9999998999999999
EST 500,1564566,LAW 600,EST 500,0.99999976
EST 584,1600303,IEE 584,EST 584,1.0000002000000001
EST 584,1604661,MCE 784,EST 584,1.0000002000000001
EST 599,1691243,MET 599,EST 599,1.0
EST 599,1684395,REL 599,EST 599,1.0
EXW 380,1687759,WST 460,EXW 380,0.8152913
EXW 380,1685810,FMS 460,EXW 380,0.7649859
EXW 597,2254416,BIO 293,EXW 597,0.82167643
EXW 597,2252280,HCR 564,EXW 597,0.81963617
EXW 640,2302155,STP 281,EXW 640,0.89948785
EXW 640,2302162,STP 429,EXW 640,0.89863086
FIN 123,1337979,UNI 120,FIN 123,0.78668404
FIN 123,1341366,TGM 502,FIN 123,0.7755717
FIN 494,1614565,RUS 294,FIN 494,1.0
FIN 494,1612452,DAH 294,FIN 494,1.0
FIN 594,1889717,LES 594,FIN 594,0.9999998999999999
FIN 594,1886734,ATE 594,FIN 594,0.9999998999999999
FIN 598,1899627,TEM 598,FIN 598,1.0000001
FIN 598,1898779,MUS 598,FIN 598,1.0000001
FMS 430,550673,ARS 443,FMS 430,1.0000002000000001
FMS 430,550708,ARS 543,FMS 430,0.99932635
FMS 465,615955,SLC 440,FMS 465,0.7706881
FMS 465,615644,FMP 201,FMS 465,0.77012986
FMS 490,662870,SWU 413,FMS 490,0.78113955
FMS 490,662986,HCD 564,FMS 490,0.76174146
FSE 700,654795,MKT 700,FSE 700,0.99999976
FSE 700,653596,SED 500,FSE 700,0.99999976
GBL 92,981208,ENG 214,GBL 92,0.7768761
GBL 92,984913,WAC 107,GBL 92,0.74873465
GCU 253,822314,COM 463,GCU 253,0.79354095
GCU 253,822281,COM 371,GCU 253,0.7902146
GCU 350,894340,POS 160,GCU 350,0.8191619000000001
GCU 350,889410,GCU 359,GCU 350,0.80511665
GCU 499,1109710,ECS 499,GCU 499,0.99999994
GCU 499,1113295,PSY 499,GCU 499,0.99999994
GER 312,1681662,BCS 495,GER 312,0.79635847
GER 312,1682705,RDG 525,GER 312,0.78342295
GER 598,2042575,DSC 598,GER 598,1.0000001
GER 598,2048429,PPE 598,GER 598,1.0000001
GIT 492,1813726,MED 492,GIT 492,1.0000002000000001
GIT 492,1806359,CHM 492,GIT 492,1.0000002000000001
GLG 783,2218285,EDA 783,GLG 783,1.0
GLG 783,2221137,ESS 683,GLG 783,1.0
GRD 791,63304,MUD 591,GRD 791,1.0000002000000001
GRD 791,70332,MET 591,GRD 791,1.0000002000000001
HCD 502,1238960,HCD 540,HCD 502,0.91020757
HCD 502,1241933,HHE 540,HCD 502,0.8845389000000001
HCD 520,1251743,SOC 320,HCD 520,0.80294913
HCD 520,1254499,HHE 540,HCD 520,0.79143596
HCR 420,1609592,SPE 541,HCR 420,0.83187073
HCR 420,1608862,HCR 440,HCR 420,0.8305788000000001
HCR 552,1745509,HCR 563,HCR 552,0.8664056
HCR 552,1745659,DNP 710,HCR 552,0.85269046
HDA 583,2286627,FSE 583,HDA 583,1.0
HDA 583,2289937,EEE 683,HDA 583,1.0
HED 484,1197481,PPE 484,HED 484,1.0000002000000001
HED 484,1195707,SPE 584,HED 484,1.0000002000000001
HON 379,1535957,ARS 533,HON 379,0.7965468000000001
HON 379,1535907,ARS 330,HON 379,0.7271041
HPS 492,2109410,FMP 492,HPS 492,1.0000002000000001
HPS 492,2110658,BUS 492,HPS 492,1.0000002000000001
HSE 791,1754399,CED 791,HSE 791,1.0000002000000001
HSE 791,1762130,MET 591,HSE 791,1.0000002000000001
HST 210,321911,AFR 364,HST 210,0.8173796999999999
HST 210,314863,HST 334,HST 210,0.8173796999999999
HST 321,678810,HST 322,HST 321,0.8729273999999999
HST 321,678884,HST 407,HST 321,0.8651761999999998
HST 328,766146,WST 364,HST 328,0.805
HST 328,763759,AFR 365,HST 328,0.805
HST 700,380192,DAH 500,HST 700,0.9999998999999999
HST 700,375640,EVO 600,HST 700,0.99999976
HST 784,418583,TEM 484,HST 784,1.0000002000000001
HST 784,414287,HDA 484,HST 784,1.0000002000000001
HUD 403,1442970,LAW 710,HUD 403,0.74455047
HUD 403,1444108,CON 477,HUD 403,0.7270241999999999
HUD 463,1481130,EEE 488,HUD 463,0.9309854999999999
HUD 463,1472521,CEE 585,HUD 463,0.90820783
IAP 354,53204,ASB 402,IAP 354,0.8673135000000001
IAP 354,48566,HDA 510,IAP 354,0.86107045
IAP 498,451259,ART 498,IAP 498,1.0000001
IAP 498,446038,AFR 498,IAP 498,1.0
IAP 598,471146,PUB 598,IAP 598,1.0000001
IAP 598,467773,ECN 598,IAP 598,1.0000001
IAS 598,31264,AME 598,IAS 598,1.0000001
IAS 598,36932,EDP 598,IAS 598,1.0000001
IBC 732,180002,HCD 575,IBC 732,0.8923283999999999
IBC 732,180935,PSY 582,IBC 732,0.86124563
IED 484,1635931,TEL 484,IED 484,1.0000002000000001
IED 484,1634652,PTX 484,IED 484,1.0000002000000001
IED 502,1751752,AIS 480,IED 502,0.885616
IED 502,1751765,AIS 508,IED 502,0.8804179
IED 591,1867681,CED 791,IED 591,1.0000002000000001
IED 591,1875412,MET 591,IED 591,1.0000002000000001
IED 691,1941269,MUD 591,IED 691,1.0000002000000001
IED 691,1940566,CED 791,IED 691,1.0000002000000001
IEE 475,897256,IEE 545,IEE 475,1.0000001
IEE 475,897267,IEE 575,IEE 475,0.909184
IEE 500,950015,MGT 700,IEE 500,0.99999976
IEE 500,949309,PSY 500,IEE 500,0.99999976
IEE 520,972109,OMT 548,IEE 520,0.88172287
IEE 520,971704,NTR 501,IEE 520,0.86422884
IEE 533,992308,CIS 560,IEE 533,0.7782545999999999
IEE 533,992273,CIS 345,IEE 533,0.7621699000000001
IFT 458,1609904,IFT 472,IFT 458,0.8902104
IFT 458,1615932,IEE 506,IFT 458,0.8602511
IMD 494,300373,RUS 194,IMD 494,1.0
IMD 494,301784,FRE 294,IMD 494,1.0
IND 194,378331,FRE 294,IND 194,1.0
IND 194,376920,RUS 194,IND 194,1.0
IND 692,750528,FRE 592,IND 692,0.99999994
IND 692,752872,CEN 592,IND 692,0.99999994
INT 262,845903,CSM 485,INT 262,0.7569593000000001
INT 262,843866,CRD 210,INT 262,0.68874675
ITA 111,720777,ITA 201,ITA 111,0.9134839
ITA 111,720778,ITA 202,ITA 111,0.90338373
ITA 191,756206,IDN 191,ITA 191,1.0000002000000001
ITA 191,755770,AVC 191,ITA 191,1.0000002000000001
JPN 110,1330369,JPN 210,JPN 110,0.9981909
JPN 110,1330378,JPN 316,JPN 110,0.87046313
JPN 309,1337877,JPN 445,JPN 309,0.77314097
JPN 309,1337872,JPN 316,JPN 309,0.7568796999999999
JPN 535,1349696,GRK 444,JPN 535,0.72872865
JPN 535,1349685,GRK 221,JPN 535,0.716372
JPN 595,1354965,RDG 795,JPN 595,0.9999998999999999
JPN 595,1354988,CEN 595,JPN 595,0.9999998999999999
JST 373,1253410,WST 372,JST 373,1.0000001
JST 373,1254051,SOC 375,JST 373,0.7828578
JUS 308,834486,POS 270,JUS 308,0.8528966
JUS 308,827215,JUS 470,JUS 308,0.84182143
JUS 385,1082561,POS 270,JUS 385,0.763397
JUS 385,1081482,CRJ 513,JUS 385,0.759865
JUS 410,1121126,CRJ 524,JUS 410,0.81663215
JUS 410,1121120,CRJ 517,JUS 410,0.776219
KIN 290,1076456,NTR 290,KIN 290,1.0000002000000001
KIN 290,1075470,IBC 110,KIN 290,0.9055021999999999
KIN 335,1115764,BME 316,KIN 335,0.9128837
KIN 335,1114849,KIN 540,KIN 335,0.8724141
LAS 494,1309143,RUS 294,LAS 494,1.0
LAS 494,1307030,DAH 294,LAS 494,1.0
LAW 210,921447,LAW 315,LAW 210,0.85854506
LAW 210,921444,LAW 215,LAW 210,0.8190616
LAW 484,1027260,GPH 784,LAW 484,1.0000002000000001
LAW 484,1029472,THP 684,LAW 484,1.0000002000000001
LAW 619,1371516,SOS 325,LAW 619,0.8484094000000001
LAW 619,1368297,ERM 201,LAW 619,0.83149123
LAW 636,1494955,PUP 433,LAW 636,0.84586966
LAW 636,1492391,REA 411,LAW 636,0.8318690999999999
LAW 660,771794,RED 501,LAW 660,0.7648473000000001
LAW 660,771801,RED 508,LAW 660,0.7457931
LDE 494,1316536,MUP 194,LDE 494,0.9999998999999999
LDE 494,1316330,CDE 294,LDE 494,0.9999998999999999
LPH 499,446461,IMD 499,LPH 499,0.99999994
LPH 499,440099,HRC 499,LPH 499,0.99999994
LSE 693,417467,MET 593,LSE 693,1.0
LSE 693,416523,MCO 593,LSE 693,0.9999998999999999
LSE 700,420063,TSS 700,LSE 700,0.99999976
LSE 700,419285,THP 700,LSE 700,0.99999976
LST 194,885769,DAH 194,LST 194,1.0
LST 194,887883,RUS 294,LST 194,1.0
LTC 343,1094322,LDE 461,LTC 343,0.80982053
LTC 343,1094049,LTC 446,LTC 343,0.79742277
MAE 504,309015,TEM 532,MAE 504,0.87764287
MAE 504,305404,PHY 444,MAE 504,0.8730428
MAE 588,861670,SEC 588,MAE 588,1.0000002000000001
MAE 588,865903,EEE 565,MAE 588,0.8721271
MAS 513,1941650,BIS 343,MAS 513,0.8972228000000001
MAS 513,1950421,OGL 343,MAS 513,0.8972228000000001
MAS 583,2006002,AFR 783,MAS 583,1.0
MAS 583,2004114,CED 583,MAS 583,1.0
MAT 142,13309,MAT 171,MAT 142,0.82820857
MAT 142,20134,IEE 670,MAT 142,0.82458574
MAT 210,95359,MAT 265,MAT 210,0.9354
MAT 210,95362,MAT 270,MAT 210,0.9349635000000001
MAT 580,1157268,MUP 580,MAT 580,0.99999976
MAT 580,1153627,SWG 680,MAT 580,0.99999976
MBB 492,916455,NEW 492,MBB 492,1.0000002000000001
MBB 492,914538,BLE 492,MBB 492,1.0000002000000001
MCB 592,1140094,UET 592,MCB 592,0.99999994
MCB 592,1139526,CIS 692,MCB 592,0.99999994
MCB 790,1172047,PLA 690,MCB 790,0.99999976
MCB 790,1171335,POR 590,MCB 790,0.99999976
MCE 584,1371957,HHE 584,MCE 584,1.0000002000000001
MCE 584,1371944,ARE 684,MCE 584,1.0000002000000001
MCO 526,1049068,MCO 529,MCO 526,0.8350847
MCO 526,1049081,MCO 551,MCO 526,0.72075593
MCO 795,1091514,ART 695,MCO 795,0.9999998999999999
MCO 795,1091661,CDE 595,MCO 795,0.9999998999999999
MEE 472,1312846,EEE 576,MEE 472,0.82717514
MEE 472,1311207,MSE 100,MEE 472,0.8213029000000001
MFG 386,1261909,EGR 430,MFG 386,0.8611877
MFG 386,1261902,EGR 388,MFG 386,0.8568200999999999
MGT 191,97135,MUP 191,MGT 191,1.0000002000000001
MGT 191,96851,JPN 191,MGT 191,1.0000002000000001
MGT 303,104701,THP 450,MGT 303,0.88184464
MGT 303,104736,THP 550,MGT 303,0.88184464
MGT 592,179928,LTC 592,MGT 592,0.99999994
MGT 592,180209,LDE 592,MGT 592,0.99999994
MHL 194,1153349,FRE 294,MHL 194,1.0
MHL 194,1155453,ART 494,MHL 194,1.0
MHL 693,1616660,MET 593,MHL 693,1.0
MHL 693,1609632,MUD 593,MHL 693,1.0
MKT 303,1923721,MKT 462,MKT 303,0.8386673000000001
MKT 303,1923705,MKT 402,MKT 303,0.82997596
MKT 452,2019636,MGT 303,MKT 452,0.86997724
MKT 452,2019638,MGT 320,MKT 452,0.8163943
MKT 590,2113367,MTC 790,MKT 590,0.99999976
MKT 590,2111349,MSE 690,MKT 590,0.99999976
MKT 692,2143331,WST 692,MKT 692,0.99999994
MKT 692,2144850,ESS 692,MKT 692,0.99999994
MKT 799,2169676,SSH 799,MKT 799,1.0
MKT 799,2170053,EEE 799,MKT 799,1.0
MSE 795,754115,PLA 795,MSE 795,0.9999998999999999
MSE 795,754394,MGT 795,MSE 795,0.9999998999999999
MTC 441,648276,MUP 117,MTC 441,0.8311118000000001
MTC 441,648316,MUP 417,MTC 441,0.8153614
MTC 518,664488,MTC 519,MTC 518,0.9174975000000001
MTC 518,665499,MUP 451,MTC 518,0.79586804
MUD 592,32276,FMP 592,MUD 592,0.99999994
MUD 592,28648,FSE 592,MUD 592,0.99999994
MUE 555,1293177,MUE 560,MUE 555,0.89500755
MUE 555,1293198,MUE 589,MUE 555,0.8916583
MUE 757,1760644,OMT 592,MUE 757,0.8780886
MUE 757,1763333,TGM 592,MUE 757,0.8780886
MUP 170,1469727,MUP 172,MUP 170,0.9198531999999999
MUP 170,1469741,MUP 272,MUP 170,0.9144809000000002
MUP 538,1494783,MUP 542,MUP 538,0.8582728999999999
MUP 538,1494780,MUP 539,MUP 538,0.82138574
MUP 550,1497375,MUP 555,MUP 550,0.87225556
MUP 550,1497376,MUP 557,MUP 550,0.871484
NEU 784,1361375,RDG 584,NEU 784,1.0000002000000001
NEU 784,1361688,HHE 584,NEU 784,1.0000002000000001
NEW 194,1923460,DAH 494,NEW 194,1.0
NEW 194,1923457,DAH 294,NEW 194,1.0
NTR 150,2216683,NTR 290,NTR 150,0.84575295
NTR 150,2216688,NTR 341,NTR 150,0.81666243
NTR 446,8574,NTR 503,NTR 446,0.88450044
NTR 446,10068,HCD 501,NTR 446,0.88009566
NUR 323 (LAB),217063,NUR 420,NUR 323 (LAB),0.90479755
NUR 323 (LAB),217076,NUR 447 (LAB),NUR 323 (LAB),0.90093744
NUR 629,865399,POS 503,NUR 629,0.8500184000000001
NUR 629,865545,PSY 420,NUR 629,0.8269527
NUR 792,966675,CEN 792,NUR 792,1.0000001
NUR 792,963017,PUP 792,NUR 792,1.0000001
OMT 191,1782490,UET 191,OMT 191,1.0000002000000001
OMT 191,1785552,BUS 191,OMT 191,1.0000002000000001
PAF 548,1805723,WST 485,PAF 548,0.8629912000000001
PAF 548,1801533,PHI 408,PAF 548,0.85334146
PAF 587,2057844,NLM 380,PAF 587,0.849979
PAF 587,2063538,SWG 687,PAF 587,0.8489088
PAF 783,11561,EVO 783,PAF 783,1.0
PAF 783,9816,SPF 683,PAF 783,1.0
PAX 230,1506480,NEW 100,PAX 230,0.8672875
PAX 230,1505148,SST 510,PAX 230,0.86667407
PGM 250,333567,PGM 350,PGM 250,0.8256841999999999
PGM 250,335015,THP 520,PGM 250,0.7350498000000001
PGM 394,348078,FMP 394,PGM 394,1.0
PGM 394,348776,ART 494,PGM 394,1.0
PHI 339,2067617,SOC 486,PHI 339,0.8113579000000001
PHI 339,2063481,COE 503,PHI 339,0.7923763
PHS 298,2013683,SOC 298,PHS 298,1.0
PHS 298,2015223,MTC 298,PHS 298,1.0
PHS 492,2037402,WPC 492,PHS 492,1.0000002000000001
PHS 492,2041389,MGT 492,PHS 492,1.0000002000000001
POR 472,391165,JPN 535,POR 472,0.779053
POR 472,390686,SLC 401,POR 472,0.7704604
POS 341,511934,POS 443,POS 341,0.87689704
POS 341,511933,POS 442,POS 341,0.8133818
POS 437,604472,POS 552,POS 437,0.73677105
POS 437,604471,POS 550,POS 437,0.66951233
PPE 320,73933,PPE 335,PPE 320,0.85037684
PPE 320,73962,PPE 576,PPE 320,0.8238832
PPE 584,159851,MGT 584,PPE 584,1.0000002000000001
PPE 584,160920,NEU 784,PPE 584,1.0000002000000001
PSY 562,1438693,SMC 562,PSY 562,0.99999976
PSY 562,1436564,PSY 572,PSY 562,0.85318863
PSY 795,1510474,TSS 695,PSY 795,0.9999998999999999
PSY 795,1509434,STP 795,PSY 795,0.9999998999999999
PUP 561,28657,LDE 522,PUP 561,0.8428936
PUP 561,28656,LDE 521,PUP 561,0.8370979
PUP 595,111655,SWG 595,PUP 595,0.9999998999999999
PUP 595,115399,ARE 595,PUP 595,0.9999998999999999
RDG 691,1425098,MET 591,RDG 691,1.0000002000000001
RDG 691,1424964,BUS 591,RDG 691,1.0000001
REA 394,2168192,RUS 294,REA 394,1.0
REA 394,2166082,DAH 494,REA 394,1.0
RED 502,705166,TAM 521,RED 502,0.9041096
RED 502,703629,RED 509,RED 502,0.9034518
REL 312,600822,JST 369,REL 312,0.99999964
REL 312,600069,REL 386,REL 312,0.8746376
REL 430,1084935,ASB 223,REL 430,0.8679756
REL 430,1084962,ASB 337,REL 430,0.84418774
RUS 102,1904443,RUS 201,RUS 102,0.9029860999999999
RUS 102,1904444,RUS 202,RUS 102,0.9029860999999999
SAO 484,1717731,HCR 484,SAO 484,1.0000002000000001
SAO 484,1720482,POS 584,SAO 484,1.0000002000000001
SCM 479,1820857,SCM 501,SCM 479,0.86392283
SCM 479,1821294,TGM 531,SCM 479,0.8581511000000001
SCN 505,1053367,ABS 555,SCN 505,0.82932633
SCN 505,1058772,SOS 330,SCN 505,0.8244858
SCN 509,1110597,SOS 330,SCN 509,0.85743666
SCN 509,1107848,EDS 301,SCN 509,0.82859576
SED 578,1874498,PPE 478,SED 578,0.94103175
SED 578,1872675,SPE 478,SED 578,0.9364553
SED 690,1951630,LSE 790,SED 690,0.99999976
SED 690,1948794,PLB 590,SED 690,0.99999976
SER 598,184572,EEE 598,SER 598,1.0000001
SER 598,180298,ASB 598,SER 598,1.0000001
SER 795,349349,COM 595,SER 795,0.9999998999999999
SER 795,355498,RDG 595,SER 795,0.9999998999999999
SGS 499,1527183,MET 499,SGS 499,0.99999994
SGS 499,1527182,MET 498,SGS 499,0.8407321
SHS 516,2093416,SHS 520,SHS 516,0.86575747
SHS 516,2098328,EDP 536,SHS 516,0.8607944
SLB 598,901618,HUL 598,SLB 598,0.9999998999999999
SLB 598,901482,CDE 598,SLB 598,0.98490024
SLB 684,903285,MCO 584,SLB 684,1.0000002000000001
SLB 684,904089,BUS 484,SLB 684,1.0000002000000001
SLC 191,910818,SGS 191,SLC 191,1.0000002000000001
SLC 191,910301,JPN 191,SLC 191,1.0000002000000001
SLC 245,918587,SGS 245,SLC 245,0.9999996999999999
SLC 245,918586,SGS 240,SLC 245,0.76435053
SLC 498,980421,ART 498,SLC 498,1.0000001
SLC 498,980594,CDE 498,SLC 498,1.0
SMC 562,1527595,MET 501,SMC 562,0.7740176999999999
SMC 562,1527568,MET 401,SMC 562,0.71789646
SOC 264,1903536,SGS 454,SOC 264,0.8781984
SOC 264,1901221,SOS 447,SOC 264,0.8781984
SOC 427,2046388,PSY 462,SOC 427,0.82994634
SOC 427,2046393,PSY 472,SOC 427,0.8209947
SOC 484,2090198,STP 484,SOC 484,1.0000002000000001
SOC 484,2091062,JPN 584,SOC 484,1.0000002000000001
SPA 456,1178591,THP 372,SPA 456,0.70807725
SPA 456,1167914,IAP 321,SPA 456,0.66284275
SPE 422,409648,SPE 506,SPE 422,0.88129616
SPE 422,409798,EDP 568,SPE 422,0.8745579
SPE 505,487132,SPE 540,SPE 505,0.8711523000000001
SPE 505,487157,SPE 586,SPE 505,0.86043423
SPE 538,559298,RDG 531,SPE 538,1.0
SPE 538,559282,RDG 322,SPE 538,0.9667162
SPE 566,605068,SPE 568,SPE 566,0.91056395
SPE 566,607300,PSY 341,SPE 566,0.8781561
SPE 576,642967,PPE 396,SPE 576,0.94578856
SPE 576,643011,PPE 567,SPE 576,0.94578856
SPF 693,868945,MUD 593,SPF 693,1.0
SPF 693,875973,MET 593,SPF 693,1.0
SWG 516,711747,SWU 310,SWG 516,0.82075095
SWG 516,711743,SWU 295,SWG 516,0.8174369
SWU 310,887006,SWU 311,SWU 310,0.7997863000000001
SWU 310,888574,MGT 380,SWU 310,0.7944201
TCL 364,2266354,ARS 469,TCL 364,0.8142961
TCL 364,2261179,ASB 464,TCL 364,0.8140191
TDM 294,1869287,FMP 394,TDM 294,1.0
TDM 294,1866475,RUS 294,TDM 294,1.0
TDM 498,2218633,ART 498,TDM 498,1.0000001
TDM 498,2207609,BUA 498,TDM 498,1.0
TDM 521,1763321,TDM 562,TDM 521,0.8838005999999999
TDM 521,1763320,TDM 561,TDM 521,0.8399515
TEM 481,1874253,TEM 482,TEM 481,0.9379303
TEM 481,1878513,HON 447,TEM 481,0.8951082
THE 321,717462,THE 524,THE 321,0.7364508000000001
THE 321,717435,THE 322,THE 321,0.7299831
THE 484,940907,ECD 484,THE 484,1.0000002000000001
THE 484,944639,MGT 484,THE 484,1.0000002000000001
THE 695,1257381,TGM 595,THE 695,0.9999998999999999
THE 695,1248026,AET 595,THE 695,0.9999998999999999
THP 260,721422,THP 360,THP 260,0.87638736
THP 260,721485,THP 560,THP 260,0.8667690999999998
THP 529,813956,THP 552,THP 529,0.7641226
THP 529,814434,ART 482,THP 529,0.7232727
THP 552,820399,ART 482,THP 552,0.7273153
THP 552,819938,THP 618,THP 552,0.71979094
THP 593,835322,MET 593,THP 593,1.0
THP 593,835188,BUS 593,THP 593,0.9999998999999999
THP 598,837039,LDE 598,THP 598,1.0000001
THP 598,837546,BUS 598,THP 598,1.0000001
THP 783,850155,TSS 583,THP 783,1.0
THP 783,850169,TSS 683,THP 783,1.0
TSS 615,1452235,SGS 304,TSS 615,0.7535875
TSS 615,1452234,SGS 303,TSS 615,0.74868244
TWC 560,413354,OGL 240,TWC 560,0.7825171
TWC 560,413359,OGL 320,TWC 560,0.7606001
UET 294,1016786,FRE 294,UET 294,1.0
UET 294,1016782,FRE 194,UET 294,1.0
UET 494,1052074,FRE 294,UET 494,1.0
UET 494,1054178,ART 494,UET 494,1.0
WAC 294,369942,ART 494,WAC 294,1.0
WAC 294,366427,RUS 194,WAC 294,1.0
WST 591,122463,MET 591,WST 591,1.0000002000000001
WST 591,121431,SLC 591,WST 591,1.0000001
ABS 194,561823,RUS 294,ABS 194,1.0
ABS 194,559709,DAH 194,ABS 194,1.0
ACC 191,1560856,RUS 191,ACC 191,1.0000002000000001
ACC 191,1560360,ALD 191,ACC 191,1.0000002000000001
ACC 502,1820606,TAM 511,ACC 502,0.89786935
ACC 502,1818638,TMC 320,ACC 502,0.8785094000000001
ACT 201,1379161,ACT 430,ACT 201,0.8908790000000001
ACT 201,1379178,ACT 540,ACT 201,0.8883919
AEE 362,1772339,MEE 472,AEE 362,0.80990267
AEE 362,1766775,CEE 551,AEE 362,0.7958586
AEE 471,1891966,MSE 502,AEE 471,0.87692225
AEE 471,1885032,BME 301,AEE 471,0.84959793
AFR 799,603461,BIO 799,AFR 799,1.0
AFR 799,603691,PPE 799,AFR 799,1.0
AGB 595,1941465,GPH 795,AGB 595,0.9999998999999999
AGB 595,1934527,AML 795,AGB 595,0.9999998999999999
AGB 792,2071239,APL 792,AGB 792,1.0000001
AGB 792,2069741,MIC 792,AGB 792,1.0000001
AIS 320,1601093,AIS 514,AIS 320,0.99870086
AIS 320,1601081,AIS 501,AIS 320,0.80712485
AMS 493,1696347,TWC 493,AMS 493,0.9999998999999999
AMS 493,1695944,INT 493,AMS 493,0.9999998999999999
AMT 110,189880,AMT 251,AMT 110,0.8783475000000001
AMT 110,189879,AMT 250,AMT 110,0.8783475000000001
AMT 482,551077,AMT 488,AMT 482,0.8211265999999999
AMT 482,553262,ATC 331,AMT 482,0.8006824
AMT 493,628740,PHI 493,AMT 493,0.9999998999999999
AMT 493,635702,ART 493,AMT 493,0.9999998999999999
ANB 684,724424,SOS 484,ANB 684,1.0000002000000001
ANB 684,721778,FSE 484,ANB 684,1.0000002000000001
ANP 691,1381344,MET 591,ANP 691,1.0000002000000001
ANP 691,1373613,CED 791,ANP 691,1.0000002000000001
APA 298,536576,SPE 298,APA 298,1.0
APA 298,531907,FOR 298,APA 298,1.0
APH 300,1029597,GCU 360,APH 300,0.8599943000000001
APH 300,1028118,ENG 504,APH 300,0.8459815
APH 461,1143856,IND 504,APH 461,0.7697395
APH 461,1143866,IND 550,APH 461,0.7225479
