Y,X,Y,S
AFR 301,AFR 466,AFR 301,0.89246356
AFR 301,AFR 310,AFR 301,0.85102487
AFR 428,WST 380,AFR 428,0.83975625
AFR 428,SOC 432,AFR 428,0.81188744
AFR 580,PSY 680,AFR 580,0.99999976
AFR 580,MUP 680,AFR 580,0.99999976
AGB 302,AGB 554,AGB 302,0.9006586999999999
AGB 302,AGB 514,AGB 302,0.874057
AGB 429,SOS 327,AGB 429,0.85472393
AGB 429,EMS 507,AGB 429,0.8403075999999999
ALA 194,ART 494,ALA 194,1.0
ALA 194,FMP 394,ALA 194,1.0
ALD 101,SOS 220,ALD 101,0.78375053
ALD 101,ALD 505,ALD 101,0.7817939
ALD 493,HPS 493,ALD 493,0.9999998999999999
ALD 493,SLC 493,ALD 493,0.9999998999999999
ALD 598,TSS 598,ALD 598,1.0000001
ALD 598,CRJ 598,ALD 598,1.0000001
ALT 405,ALT 505,ALT 405,0.96311474
ALT 405,EEE 472,ALT 405,0.88097334
ALT 445,ALT 545,ALT 445,0.9995291
ALT 445,ALT 503,ALT 445,0.8740196
AME 320,AME 520,AME 320,0.83818924
AME 320,AME 410,AME 320,0.8087335999999999
AMS 332,AMS 431,AMS 332,0.82932043
AMS 332,AMS 412,AMS 332,0.7599852
AMS 450,ETH 450,AMS 450,1.0
AMS 450,ASB 464,AMS 450,0.86996233
AMS 500,DAH 500,AMS 500,0.9999998999999999
AMS 500,SOC 500,AMS 500,0.99999976
AMT 565,AMT 570,AMT 565,0.8493141
AMT 565,ESS 504,AMT 565,0.8275341
APA 194,DAH 194,APA 194,1.0
APA 194,RUS 194,APA 194,1.0
APH 337,APH 405,APH 337,0.8531808000000001
APH 337,INT 310,APH 337,0.8276713
ARB 331,SLC 331,ARB 331,1.0000001
ARB 331,POS 353,ARB 331,0.85261685
ARE 294,BUS 294,ARE 294,0.9999998999999999
ARE 294,ARE 494,ARE 294,0.9999998999999999
ARE 598,BUS 598,ARE 598,1.0000001
ARE 598,MET 598,ARE 598,1.0000001
ARP 191,PSY 191,ARP 191,1.0000002000000001
ARP 191,PLC 191,ARP 191,1.0000002000000001
ART 211,ART 223,ART 211,0.80445707
ART 211,ART 439,ART 211,0.7821691
ART 317,ART 415,ART 317,0.92165715
ART 317,ART 518,ART 317,0.8980471
ART 530,MUP 319,ART 530,0.74142134
ART 530,ART 545,ART 530,0.7027661000000001
ASB 300,SSH 300,ASB 300,1.0
ASB 300,SOS 370,ASB 300,0.7845335999999999
ASB 542,ASM 246,ASB 542,0.8728645
ASB 542,ASM 552,ASB 542,0.86326766
ASB 558,ASM 338,ASB 558,0.8761264999999999
ASB 558,SOC 389 (LAB),ASB 558,0.8718928
ASU 101-CHS,ASU 101-CLS,ASU 101-CHS,1.0000001
ASU 101-CHS,ASU 101-MAE,ASU 101-CHS,1.0000001
ASU 101-EEE,ASU 101-FSE,ASU 101-EEE,1.0000001
ASU 101-EEE,ASU 101-NH,ASU 101-EEE,1.0000001
ASU 140-HDA,ASU 140-HNR,ASU 140-HDA,0.99999994
ASU 140-HDA,ASU 340-CLS,ASU 140-HDA,0.99999994
ATE 691,MET 591,ATE 691,1.0000002000000001
ATE 691,MUD 591,ATE 691,1.0000002000000001
BIO 537,STP 486,BIO 537,0.7858099000000001
BIO 537,GAP 44,BIO 537,0.785553
BLE 541,SPE 502,BLE 541,0.84556806
BLE 541,TEL 703,BLE 541,0.82680297
BLE 795,ACC 695,BLE 795,0.9999998999999999
BLE 795,LSE 695,BLE 795,0.9999998999999999
BMD 598,ANB 598,BMD 598,1.0000001
BMD 598,HCI 598,BMD 598,1.0000001
BME 321,BME 322,BME 321,0.9109347
BME 321,STP 501,BME 321,0.8875535
BME 434,BME 520,BME 434,0.8733877
BME 434,BDE 702,BME 434,0.8618715
BME 556,NEU 556,BME 556,1.0
BME 556,BIO 160,BME 556,0.8835462
BME 566,ALT 410,BME 566,0.8585105
BME 566,BMI 501,BME 566,0.8382572
BMI 601,HCD 501,BMI 601,0.90275365
BMI 601,NUR 530,BMI 601,0.8912928
BMI 612,HSE 430,BMI 612,0.8846179
BMI 612,CSE 573,BMI 612,0.8720584000000001
BUA 294,RUS 294,BUA 294,1.0
BUA 294,FRE 194,BUA 294,1.0
BUE 191,STP 191,BUE 191,1.0000002000000001
BUE 191,COM 191,BUE 191,1.0000002000000001
BUE 598,NUR 598,BUE 598,1.0000001
BUE 598,CEN 598,BUE 598,1.0000001
BUS 591,MET 591,BUS 591,1.0000002000000001
BUS 591,SDO 591,BUS 591,1.0000001
BUS 700,SDO 500,BUS 700,0.99999976
BUS 700,BUS 799,BUS 700,0.8134639
CAP 484,CEN 584,CAP 484,1.0000002000000001
CAP 484,RDG 684,CAP 484,1.0000002000000001
CDE 350,SGS 303,CDE 350,0.80209196
CDE 350,SGS 340,CDE 350,0.76510835
CEL 294,DAH 194,CEL 294,1.0
CEL 294,FRE 294,CEL 294,1.0
CEN 799,TSS 799,CEN 799,1.0
CEN 799,BUS 799,CEN 799,1.0
CHE 569,CEE 569,CHE 569,0.99999964
CHE 569,ERM 402,CHE 569,0.78655076
CHE 799,MAT 799,CHE 799,1.0
CHE 799,ECD 799,CHE 799,1.0
CHI 402,BCH 462,CHI 402,0.7758503000000001
CHI 402,LAT 102,CHI 402,0.7632345
CHI 451,SLC 451,CHI 451,1.0
CHI 451,CHI 336,CHI 451,0.84802467
CHI 690,UET 590,CHI 690,0.99999976
CHI 690,FSE 590,CHI 690,0.99999976
CIS 790,MLS 590,CIS 790,0.99999976
CIS 790,LTC 690,CIS 790,0.99999976
CMN 590,DNP 690,CMN 590,0.99999976
CMN 590,TSS 690,CMN 590,0.99999976
COM 323,SOC 364,COM 323,0.7744930999999999
COM 323,SOC 270,COM 323,0.77209985
COM 498,ART 498,COM 498,1.0000001
COM 498,WST 498,COM 498,1.0
COM 609,SOC 391,COM 609,0.9390949000000001
COM 609,EDA 701,COM 609,0.9380033000000001
CON 453,EEE 488,CON 453,0.8861482
CON 453,SCM 587,CON 453,0.87745345
CON 583,SED 683,CON 583,1.0
CON 583,TSS 783,CON 583,1.0
CPP 576,CPP 578,CPP 576,0.9269725000000001
CPP 576,IFT 545,CPP 576,0.8716927999999999
CPY 580,APH 580,CPY 580,0.99999976
CPY 580,LSE 680,CPY 580,0.99999976
CPY 674,WST 440,CPY 674,0.8600540000000001
CPY 674,FAS 578,CPY 674,0.84085166
CPY 795,AME 595,CPY 795,0.9999998999999999
CPY 795,REL 595,CPY 795,0.9999998999999999
CRD 552,CRD 569,CRD 552,0.8160719
CRD 552,CSM 350,CRD 552,0.7647103
CRD 594,TSS 594,CRD 594,0.9999998999999999
CRD 594,HCD 594,CRD 594,0.9999998999999999
CRD 795,MCE 595,CRD 795,0.9999998999999999
CRD 795,POS 595,CRD 795,0.9999998999999999
CSE 445,CSE 446,CSE 445,0.9139636999999999
CSE 445,SER 200,CSE 445,0.90319943
CSE 546,CSE 572,CSE 546,0.8589091999999999
CSE 546,TMC 480,CSE 546,0.85550237
CSE 799,LSE 799,CSE 799,1.0
CSE 799,PUP 799,CSE 799,1.0
CSM 203,HHE 566,CSM 203,0.69652283
CSM 203,CSM 402,CSM 203,0.6728678000000001
CSM 335,CAP 420,CSM 335,0.765224
CSM 335,CDE 244,CSM 335,0.7602406999999999
CSM 401,MGT 300,CSM 401,0.86847067
CSM 401,MGT 320,CSM 401,0.82707167
DAH 590,MTC 790,DAH 590,0.99999976
DAH 590,STC 590,DAH 590,0.99999976
DCE 560,DCE 660,DCE 560,0.9547646999999999
DCE 560,MUP 451,DCE 560,0.86316055
DCE 563,ART 543,DCE 563,0.7437589
DCE 563,GAP 45,DCE 563,0.724312
DCE 661,THP 527,DCE 661,0.92698383
DCE 661,LDE 622,DCE 661,0.91698056
DCI 598,CHE 598,DCI 598,1.0000001
DCI 598,ABS 598,DCI 598,1.0000001
DNP 617,DNP 618,DNP 617,0.97030425
DNP 617,DNP 635,DNP 617,0.9016931
DNP 704,NTR 503,DNP 704,0.910375
DNP 704,HCD 557,DNP 704,0.90950286
DSC 484,MKT 584,DSC 484,1.0000002000000001
DSC 484,ACO 584,DSC 484,1.0000002000000001
DSC 693,MUD 593,DSC 693,1.0
DSC 693,MET 593,DSC 693,1.0
ECD 211,SPE 563,ECD 211,0.86868113
ECD 211,SPE 502,ECD 211,0.8520363000000001
ECD 497,BUS 497,ECD 497,1.0
ECD 497,HON 497,ECD 497,1.0
ECD 499,HCR 499,ECD 499,0.99999994
ECD 499,ARE 499,ECD 499,0.99999994
ECD 690,SED 590,ECD 690,0.99999976
ECD 690,HHE 590,ECD 690,0.99999976
ECD 780,FSE 780,ECD 780,0.99999976
ECD 780,BIO 580,ECD 780,0.99999976
ECN 498,ART 498,ECN 498,1.0000001
ECN 498,NUR 498,ECN 498,1.0
ECN 527,IEE 470,ECN 527,0.89755917
ECN 527,EDP 454,ECN 527,0.88922954
ECN 691,MET 591,ECN 691,1.0000002000000001
ECN 691,MUD 591,ECN 691,1.0000002000000001
ECN 790,MCE 590,ECN 790,0.99999976
ECN 790,ARS 790,ECN 790,0.99999976
ECN 795,MUD 595,ECN 795,0.9999998999999999
ECN 795,DAH 595,ECN 795,0.9999998999999999
EDA 773,SPE 323,EDA 773,0.86875886
EDA 773,EDP 541,EDA 773,0.81545645
EDP 652,OMT 548,EDP 652,0.9359975
EDP 652,STP 460,EDP 652,0.90679634
EDT 184,ESS 540,EDT 184,0.8850315999999999
EDT 184,SOS 540,EDT 184,0.8850315999999999
EDT 545,LSE 540,EDT 545,0.80524933
EDT 545,STC 537,EDT 545,0.80382395
EDT 563,TGM 532,EDT 563,0.7911154
EDT 563,STC 545,EDT 563,0.78201294
EED 394,DAH 494,EED 394,1.0
EED 394,RUS 294,EED 394,1.0
EED 594,CED 594,EED 594,0.9999998999999999
EED 594,JHR 594,EED 594,0.9999998999999999
EED 784,HPS 784,EED 784,1.0000002000000001
EED 784,ALD 584,EED 784,1.0000002000000001
EEE 360,EEE 472,EEE 360,0.89835554
EEE 360,EEE 445,EEE 360,0.89674723
EEE 435,CEN 501,EEE 435,0.86571443
EEE 435,EEE 533,EEE 435,0.83499634
EEE 459,EEE 511,EEE 459,0.88594055
EEE 459,EEE 505,EEE 459,0.84402895
EEE 573,EEE 643,EEE 573,0.8570061
EEE 573,MET 432,EEE 573,0.8539034
EGR 306,EGR 316,EGR 306,0.8641134
EGR 306,MET 460,EGR 306,0.8330248
EGR 334,EET 430,EGR 334,0.84121186
EGR 334,MET 455,EGR 334,0.83438337
EGR 431,EEE 472,EGR 431,0.89671624
EGR 431,EEE 360,EGR 431,0.8868642
ENG 229,REL 361,ENG 229,0.7226424
ENG 229,SLC 361,ENG 229,0.7226424
ENG 361,FMP 361,ENG 361,0.84809124
ENG 361,FMS 309,ENG 361,0.843824
ENG 498,ART 498,ENG 498,1.0000001
ENG 498,OGL 498,ENG 498,1.0
ENG 501,POS 503,ENG 501,0.90131325
ENG 501,SOC 391,ENG 501,0.89559764
ENG 581,ENG 583,ENG 581,0.9009197
ENG 581,BLE 397,ENG 581,0.8805544
EPD 799,MGT 799,EPD 799,1.0
EPD 799,MAE 799,EPD 799,1.0
ERM 426,SOS 434,ERM 426,0.8585144
ERM 426,BIO 434,ERM 426,0.8585144
ESS 790,EEE 590,ESS 790,0.99999976
ESS 790,RDG 590,ESS 790,0.99999976
EVO 595,EED 695,EVO 595,0.9999998999999999
EVO 595,LDE 695,EVO 595,0.9999998999999999
EXW 456,TWC 214,EXW 456,0.8797746999999999
EXW 456,SPE 569,EXW 456,0.8762564
FAS 331,TCL 315,FAS 331,0.8417101999999999
FAS 331,COM 411,FAS 331,0.81650126
FAS 581,CAP 325,FAS 581,0.82619405
FAS 581,CAP 120,FAS 581,0.82115877
FIN 431,ACC 502,FIN 431,0.8748507
FIN 431,TGM 524,FIN 431,0.8486818000000002
FIN 499,VTN 499,FIN 499,0.99999994
FIN 499,FOR 499,FIN 499,0.99999994
FIN 593,MUD 593,FIN 593,1.0
FIN 593,MET 593,FIN 593,1.0
FMP 300,ART 437,FMP 300,0.787457
FMP 300,THP 519,FMP 300,0.7765349
FRE 294,SCM 394,FRE 294,1.0
FRE 294,HON 294,FRE 294,1.0
FRE 500,MTC 700,FRE 500,0.99999976
FRE 500,MTC 600,FRE 500,0.99999976
FSE 498,ART 498,FSE 498,1.0000001
FSE 498,RUS 498,FSE 498,1.0
GCU 322,GCU 332,GCU 322,0.9029309999999999
GCU 322,GCU 328,GCU 322,0.84248346
GCU 595,SED 695,GCU 595,0.9999998999999999
GCU 595,EMS 595,GCU 595,0.9999998999999999
GER 445,FMS 445,GER 445,1.0000002000000001
GER 445,SLC 445,GER 445,1.0000002000000001
GIT 515,GIT 542,GIT 515,0.8614851999999998
GIT 515,SER 422,GIT 515,0.8570030000000001
GLG 591,MET 591,GLG 591,1.0000002000000001
GLG 591,MUD 591,GLG 591,1.0000002000000001
GPE 91,JPN 312,GPE 91,0.81840444
GPE 91,MCO 502,GPE 91,0.8128196999999999
GPH 511,BIO 418,GPH 511,0.8081273
GPH 511,LTC 343,GPH 511,0.80223584
GRK 194,BUS 394,GRK 194,0.9999998999999999
GRK 194,SGS 294,GRK 194,0.9999998999999999
GRK 221,GRK 223,GRK 221,0.7877218
GRK 221,GRK 444,GRK 221,0.7806861999999999
HCD 332,HCD 540,HCD 332,0.8739355999999999
HCD 332,HCD 502,HCD 332,0.8388565999999998
HCI 294,ART 494,HCI 294,1.0
HCI 294,DAH 194,HCI 294,1.0
HDA 593,MUD 593,HDA 593,1.0
HDA 593,MET 593,HDA 593,1.0
HED 606,POS 503,HED 606,0.85192555
HED 606,PUP 505,HED 606,0.8514919
HED 795,SPE 795,HED 795,0.9999998999999999
HED 795,CIS 595,HED 795,0.9999998999999999
HON 191,AIS 191,HON 191,1.0000002000000001
HON 191,GRK 191,HON 191,1.0000002000000001
HON 194,FMP 394,HON 194,1.0
HON 194,ART 494,HON 194,1.0
HSC 484,HRC 484,HSC 484,1.0000002000000001
HSC 484,PLB 584,HSC 484,1.0000002000000001
HSM 494,DAH 294,HSM 494,1.0
HSM 494,RUS 294,HSM 494,1.0
HST 114,GCU 114,HST 114,1.0000001
HST 114,GCU 113,HST 114,0.8638469000000001
HST 339,REL 366,HST 339,1.0
HST 339,REL 364,HST 339,0.9103351999999999
HST 343,HST 418,HST 343,0.7413482
HST 343,HST 344,HST 343,0.73820406
HST 408,AFR 363,HST 408,0.78677654
HST 408,THE 420,HST 408,0.7803918000000001
HST 416,LSC 434,HST 416,0.79270875
HST 416,GCU 676,HST 416,0.7918936
HST 692,ESS 592,HST 692,0.99999994
HST 692,ANB 692,HST 692,0.99999994
HST 695,GTD 595,HST 695,0.9999998999999999
HST 695,HPS 595,HST 695,0.9999998999999999
IAP 365,IAP 466,IAP 365,0.8253027000000001
IAP 365,ART 530,IAP 365,0.82294834
IAS 420,ENG 420,IAS 420,1.0000001
IAS 420,MAS 513,IAS 420,0.8689783999999999
IBC 415,IBC 612,IBC 415,0.88646483
IBC 415,NTR 503,IBC 415,0.8576684000000001
IDN 191,CDE 191,IDN 191,1.0000002000000001
IDN 191,COM 191,IDN 191,1.0000002000000001
IEE 578,SOC 508,IEE 578,0.8791084000000001
IEE 578,PSY 516,IEE 578,0.86194694
IFT 483,CIS 540,IFT 483,0.9110535
IFT 483,ACC 507,IFT 483,0.8512386999999999
INT 354,MSE 482,INT 354,0.84596515
INT 354,MET 341,INT 354,0.83055353
INT 516,LTC 344,INT 516,0.7880943
INT 516,ART 276,INT 516,0.77276516
ISS 450,SOS 301,ISS 450,0.8431163
ISS 450,CRD 301,ISS 450,0.8431163
ISS 499,STS 499,ISS 499,0.9999998999999999
ISS 499,TGM 499,ISS 499,0.9999998999999999
ISS 522,TGM 510,ISS 522,0.87076914
ISS 522,POS 486,ISS 522,0.8316376
ITA 210,GAP 30,ITA 210,0.866691
ITA 210,GAP 46,ITA 210,0.8588128
ITA 493,MHL 493,ITA 493,0.9999998999999999
ITA 493,HCD 493,ITA 493,0.9999998999999999
JHR 591,MUD 591,JHR 591,1.0000002000000001
JHR 591,CED 791,JHR 591,1.0000002000000001
JUS 437,JUS 565,JUS 437,0.98237824
JUS 437,SPE 507,JUS 437,0.81392086
JUS 468,SGS 340,JUS 468,0.86217195
JUS 468,PHI 527,JUS 468,0.81979835
KIN 493,UET 493,KIN 493,0.9999998999999999
KIN 493,REL 493,KIN 493,0.9999998999999999
KIN 799,REL 799,KIN 799,1.0
KIN 799,SLC 799,KIN 799,1.0
KOR 201,BCS 101,KOR 201,0.7759394000000001
KOR 201,POR 101,KOR 201,0.7659373
KOR 401,SLC 457,KOR 401,0.87091875
KOR 401,KOR 457,KOR 401,0.87091875
LAS 330,TCL 445,LAS 330,0.85992664
LAS 330,JMC 434,LAS 330,0.83627105
LAW 652,BIO 281,LAW 652,0.73731136
LAW 652,HCR 336,LAW 652,0.7212658000000001
LAW 672,SLB 523,LAW 672,0.99999976
LAW 672,CSM 407,LAW 672,0.7360696999999999
LDE 261,LDE 262,LDE 261,0.96532375
LDE 261,LDE 462,LDE 261,0.82400566
LDE 590,TSS 590,LDE 590,0.99999976
LDE 590,MUP 590,LDE 590,0.99999976
LIA 191,RUS 191,LIA 191,1.0000002000000001
LIA 191,CDE 191,LIA 191,1.0000002000000001
LIA 298,WST 298,LIA 298,1.0
LIA 298,TDM 298,LIA 298,1.0
LIS 584,WST 684,LIS 584,1.0000002000000001
LIS 584,ART 484,LIS 584,1.0000002000000001
LSE 593,MET 593,LSE 593,1.0
LSE 593,MTC 693,LSE 593,0.9999998999999999
MAE 510,PHY 150,MAE 510,0.8813174000000001
MAE 510,PHY 321,MAE 510,0.87595606
MAT 106,MAT 171,MAT 106,0.8456292999999999
MAT 106,MAT 117,MAT 106,0.83698654
MAT 298,HCI 298,MAT 298,1.0
MAT 298,HCR 298,MAT 298,1.0
MAT 461,MAT 473,MAT 461,0.94365007
MAT 461,MAT 578,MAT 461,0.9207393
MAT 579,EEE 550,MAT 579,0.89303917
MAT 579,PHY 315,MAT 579,0.8916533999999999
MCB 791,MET 591,MCB 791,1.0000002000000001
MCB 791,PLA 691,MCB 791,1.0000001
MCE 499,BUS 499,MCE 499,0.99999994
MCE 499,ARE 499,MCE 499,0.99999994
MCO 302,MCO 430,MCO 302,0.84579384
MCO 302,MCO 720,MCO 302,0.79849994
MCO 465,MCO 526,MCO 465,0.8752795
MCO 465,MCO 529,MCO 465,0.8540245000000001
MCO 529,MCO 540,MCO 529,0.8046081
MCO 529,MCO 550,MCO 529,0.7642139
MCO 755,CEN 792,MCO 755,0.887834
MCO 755,MCO 792,MCO 755,0.887834
MET 595,MET 598,MET 595,0.65231514
MET 595,MET 599,MET 595,0.48379120000000003
MGT 420,MGT 422,MGT 420,0.8590502
MGT 420,MGT 559,MGT 420,0.81810385
MGT 421,TGM 489,MGT 421,0.8370614
MGT 421,MGT 502,MGT 421,0.8362125
MGT 520,TGM 549,MGT 520,0.8863164000000001
MGT 520,MGT 545,MGT 520,0.8759110000000001
MGT 799,ARE 799,MGT 799,1.0
MGT 799,CDE 799,MGT 799,1.0
MIC 441,CEE 567,MIC 441,0.86816347
MIC 441,CEE 467,MIC 441,0.86816347
MKT 450,MCO 437,MKT 450,0.9028876
MKT 450,MCO 566,MKT 450,0.8432350000000001
MKT 690,MGT 790,MKT 690,0.99999976
MKT 690,SLC 790,MKT 690,0.99999976
MLS 584,JPN 484,MLS 584,1.0000002000000001
MLS 584,LSE 784,MLS 584,1.0000002000000001
MSE 519,EEE 435,MSE 519,0.816566
MSE 519,EEE 537,MSE 519,0.79564
MSE 555 (LAB),EEE 481,MSE 555 (LAB),0.6377765999999999
MSE 555 (LAB),HCD 300,MSE 555 (LAB),0.601073
MTC 422,MUP 476,MTC 422,0.8411949000000001
MTC 422,MTC 525,MTC 422,0.8336264000000001
MTC 516,MTC 519,MTC 516,0.9400864
MTC 516,MTC 517,MTC 516,0.9369091999999999
MTC 684,ARS 484,MTC 684,1.0000002000000001
MTC 684,ELS 784,MTC 684,1.0000002000000001
MUE 110,MUE 550,MUE 110,0.87943614
MUE 110,MUP 101,MUE 110,0.8675593
MUE 560,MUP 117,MUE 560,0.925982
MUE 560,MUE 562,MUE 560,0.9196418
MUE 799,COE 799,MUE 799,1.0
MUE 799,MUP 799,MUE 799,1.0
MUP 479,MUP 543,MUP 479,0.8037936999999999
MUP 479,MUP 485,MUP 479,0.77455103
MUP 549,MUP 586,MUP 549,0.7521100000000001
MUP 549,MUP 554,MUP 549,0.69180024
MUP 581,MET 501,MUP 581,0.7636823
MUP 581,MET 401,MUP 581,0.7256186
MUP 791,MET 591,MUP 791,1.0000002000000001
MUP 791,BUS 591,MUP 791,1.0000001
MUS 191,MTE 191,MUS 191,1.0000002000000001
MUS 191,GRK 191,MUS 191,1.0000002000000001
MUS 240,MUP 543,MUS 240,0.85572934
MUS 240,MUS 355,MUS 240,0.84845054
MUS 692,CRD 592,MUS 692,0.99999994
MUS 692,CEN 592,MUS 692,0.99999994
NAN 542,PHY 542,NAN 542,1.0
NAN 542,MAT 561,NAN 542,0.8135283
NLM 565,TAM 597,NLM 565,0.86589736
NLM 565,USL 496,NLM 565,0.85562676
NTR 350,SWG 603,NTR 350,0.8766215
NTR 350,PSY 582,NTR 350,0.86017025
NTR 353,SOS 353,NTR 353,1.0000001
NTR 353,SSH 370,NTR 353,0.8677634
NTR 492,ART 492,NTR 492,1.0000002000000001
NTR 492,SWU 492,NTR 492,1.0000002000000001
NUR 452,IBC 611,NUR 452,0.90956473
NUR 452,NUR 495,NUR 452,0.87790436
NUR 458,IBC 602,NUR 458,0.8657265
NUR 458,IBC 670,NUR 458,0.8600757
NUR 520,NUR 522,NUR 520,0.9066738999999999
NUR 520,HCR 221,NUR 520,0.89955556
NUR 616,SOS 514,NUR 616,0.8571861999999999
NUR 616,ESS 513,NUR 616,0.8396281999999999
NUR 640,DNP 716,NUR 640,0.9259864
NUR 640,DNP 713,NUR 640,0.90191936
NUR 670,ASB 421,NUR 670,0.86881804
NUR 670,SOC 421,NUR 670,0.86881804
OMT 520,MKT 502,OMT 520,0.9001644
OMT 520,CIS 340,OMT 520,0.8898016
OMT 591,MET 591,OMT 591,1.0000002000000001
OMT 591,LDE 591,OMT 591,1.0000001
OPM 484,IBC 684,OPM 484,1.0000002000000001
OPM 484,ANP 484,OPM 484,1.0000002000000001
PAF 301,SOC 510,PAF 301,0.9082846
PAF 301,FAS 510,PAF 301,0.9082846
PAF 795,MIS 595,PAF 795,0.9999998999999999
PAF 795,HED 695,PAF 795,0.9999998999999999
PBH 201,HCD 201,PBH 201,1.0
PBH 201,IBC 718,PBH 201,0.9174724
PHI 330,HPS 314,PHI 330,0.816315
PHI 330,BIO 517,PHI 330,0.808542
PHI 401,PHI 402,PHI 401,0.9012802
PHI 401,PHI 403,PHI 401,0.87517446
PHS 500,DAH 500,PHS 500,0.9999998999999999
PHS 500,ANB 600,PHS 500,0.99999976
PLA 194,FMP 394,PLA 194,1.0
PLA 194,ART 494,PLA 194,1.0
PLA 498,ART 498,PLA 498,1.0000001
PLA 498,SLC 498,PLA 498,1.0
PLC 191,PUP 191,PLC 191,1.0000002000000001
PLC 191,GRK 191,PLC 191,1.0000002000000001
POR 494,ART 494,POR 494,1.0
POR 494,FMP 394,POR 494,1.0
POS 571,STS 318,POS 571,0.87862647
POS 571,STS 260,POS 571,0.84842664
PRM 302,NLM 302,PRM 302,1.0000001
PRM 302,CRD 302,PRM 302,1.0000001
PSY 323,PSY 528,PSY 323,0.74385905
PSY 323,THP 521,PSY 323,0.7194005
PSY 434,PSY 535,PSY 434,0.9162135
PSY 434,PSY 528,PSY 434,0.8359723
PSY 499,ARE 499,PSY 499,0.99999994
PSY 499,SGS 499,PSY 499,0.99999994
PSY 502,PSY 549,PSY 502,0.8234745000000001
PSY 502,TSS 607,PSY 502,0.81426036
PSY 537,PSY 538,PSY 537,0.8858216
PSY 537,PSY 539,PSY 537,0.83398986
PSY 553,CAP 400,PSY 553,0.88841367
PSY 553,TSS 607,PSY 553,0.84688985
PUP 599,MET 599,PUP 599,1.0
PUP 599,TWC 599,PUP 599,1.0
QBA 592,ANB 692,QBA 592,0.99999994
QBA 592,JPN 592,QBA 592,0.99999994
QBA 799,MHL 799,QBA 799,1.0
QBA 799,HSE 799,QBA 799,1.0
RDG 555,MET 401,RDG 555,0.7836882
RDG 555,SGS 503,RDG 555,0.7085463000000001
RDG 690,ELS 790,RDG 690,0.99999976
RDG 690,MUP 590,RDG 690,0.99999976
REL 231,JST 231,REL 231,1.0
REL 231,HEB 231,REL 231,1.0
REL 330,REL 331,REL 330,0.84924465
REL 330,ARS 565,REL 330,0.8126639
REL 389,AFR 368,REL 389,0.9999998
REL 389,REL 393,REL 389,0.7776835999999999
REL 410,JST 491,REL 410,0.8321853000000001
REL 410,JST 210,REL 410,0.82487357
REL 411,JST 411,REL 411,0.99999994
REL 411,HEB 411,REL 411,0.99999994
REL 594,DAH 594,REL 594,0.9999998999999999
REL 594,PSY 594,REL 594,0.9999998999999999
ROM 494,FMP 394,ROM 494,1.0
ROM 494,FRE 194,ROM 494,1.0
SCM 300,SCM 479,SCM 300,0.9120991
SCM 300,SCM 303,SCM 300,0.90884405
SCM 541,MET 341,SCM 541,0.8310232
SCM 541,MGT 450,SCM 541,0.7910446
SCM 584,TGM 584,SCM 584,1.0
SCM 584,SDO 584,SCM 584,1.0
SCN 300,SCN 508,SCN 300,0.8758986999999999
SCN 300,ERM 201,SCN 300,0.87583154
SCN 484,IEE 784,SCN 484,1.0000002000000001
SCN 484,AME 584,SCN 484,1.0000002000000001
SED 397,SED 398,SED 397,0.988265
SED 397,SED 496,SED 397,0.988265
SER 100,SER 101,SER 100,0.94655025
SER 100,SER 221,SER 100,0.8927855
SER 102,ACO 240,SER 102,0.91278327
SER 102,SER 221,SER 102,0.88873726
SER 315,ACO 331,SER 315,0.8886648000000001
SER 315,EEE 488,SER 315,0.87217283
SER 691,CED 791,SER 691,1.0000002000000001
SER 691,MUD 591,SER 691,1.0000002000000001
SES 191,SLC 191,SES 191,1.0000002000000001
SES 191,AST 191,SES 191,1.0000002000000001
SHS 400,BIO 400,SHS 400,1.0000001
SHS 400,PSY 400,SHS 400,1.0000001
SHS 510,SHS 518,SHS 510,0.7801719
SHS 510,DNP 646,SHS 510,0.7661063
SHS 523,DNP 710,SHS 523,0.7921902
SHS 523,HCD 570,SHS 523,0.77631396
SHS 567,EDP 536,SHS 567,0.87625074
SHS 567,PSY 528,SHS 567,0.86409223
SHS 576,SPE 502,SHS 576,0.77008736
SHS 576,SHS 577,SHS 576,0.76586175
SHS 780,EMS 580,SHS 780,0.99999976
SHS 780,MUD 580,SHS 780,0.99999976
SLC 423,SLC 475,SLC 423,0.7734966
SLC 423,SLC 459,SLC 423,0.6902050000000001
SLV 304,SLC 304,SLV 304,1.0
SLV 304,TSS 507,SLV 304,0.868086
SOC 334,SOS 530,SOC 334,0.8479321
SOC 334,SOS 322,SOC 334,0.8479321
SOC 391,POS 503,SOC 391,0.9071268
SOC 391,POS 671,SOC 391,0.88789
SOC 512,POS 604,SOC 512,0.6849808000000001
SOC 512,EEE 556,SOC 512,0.664639
SOS 194,ART 494,SOS 194,1.0
SOS 194,FMP 394,SOS 194,1.0
SOS 494,FMP 394,SOS 494,1.0
SOS 494,ART 494,SOS 494,1.0
SPA 318,SPA 406,SPA 318,0.8603866
SPA 318,SPA 401,SPA 318,0.8534889000000001
SPA 425,SPA 426,SPA 425,0.9694961999999999
SPA 425,LAT 222,SPA 425,0.8309165000000001
SPA 434,SPA 565,SPA 434,0.8622221999999999
SPA 434,SPA 534,SPA 434,0.8356395000000001
