Y,X,Y,S
ASU 101-CLS,ASU 101-CNE,ASU 101-CLS,1.0000001
ASU 101-CLS,ASU 101-MEE,ASU 101-CLS,1.0000001
ATC 432,ATC 433,ATC 432,1.0
ATC 432,SCM 511,ATC 432,0.69046855
ATE 452,ATE 550,ATE 452,0.8570025
ATE 452,ATE 562,ATE 452,0.8542003
ATE 583,ESS 583,ATE 583,1.0
ATE 583,FSE 583,ATE 583,1.0
ATE 593,MET 593,ATE 593,1.0
ATE 593,MUD 593,ATE 593,1.0
BCH 568,PLB 558,BCH 568,0.9999998999999999
BCH 568,PLB 308,BCH 568,0.9215949000000001
BDE 799,MUP 799,BDE 799,1.0
BDE 799,SSH 799,BDE 799,1.0
BIO 305,BIO 354 (LAB),BIO 305,0.8218601999999999
BIO 305,BIO 440,BIO 305,0.79082274
BIO 431,BIO 552,BIO 431,0.9185683000000001
BIO 431,BIO 455,BIO 431,0.8831173000000001
BIO 451,BIO 504,BIO 451,0.8465744000000001
BIO 451,BIO 503 (LAB),BIO 451,0.8397068999999999
BIO 599,MET 599,BIO 599,1.0
BIO 599,SOC 599,BIO 599,1.0
BLE 527,SPE 538,BLE 527,0.8315918999999999
BLE 527,RDG 531,BLE 527,0.8315918999999999
BLE 597,TEL 703,BLE 597,0.86680704
BLE 597,EDA 703,BLE 597,0.86680704
BME 498,ART 498,BME 498,1.0000001
BME 498,ISS 498,BME 498,1.0
BME 591,CED 791,BME 591,1.0000002000000001
BME 591,MET 591,BME 591,1.0000002000000001
BMI 598,AMS 598,BMI 598,1.0000001
BMI 598,IBC 598,BMI 598,1.0000001
BMI 602,SER 502,BMI 602,0.8806636
BMI 602,ACO 201,BMI 602,0.87270236
BMY 580,EDP 680,BMY 580,0.99999976
BMY 580,RDG 680,BMY 580,0.99999976
BUS 384,BUS 434,BUS 384,0.45682824
BUS 384,SDO 584,BUS 384,0.44876750000000004
BUS 499,MET 499,BUS 499,0.99999994
BUS 499,SGS 499,BUS 499,0.99999994
BUS 695,BUS 795,BUS 695,0.9999998999999999
BUS 695,MET 595,BUS 695,0.9999998999999999
CAP 315,CAP 420,CAP 315,0.8035456999999999
CAP 315,CAP 400,CAP 315,0.76600844
CAP 492,JPN 492,CAP 492,1.0000002000000001
CAP 492,MUP 492,CAP 492,1.0000002000000001
CDE 534,CDE 576,CDE 534,0.84716797
CDE 534,CDE 634,CDE 534,0.8233725000000001
CDH 580,TGM 580,CDH 580,0.99999964
CDH 580,EDP 680,CDH 580,0.9971308000000001
CED 523,PSY 534,CED 523,0.8217566999999999
CED 523,PSY 330,CED 523,0.8142281
CEE 512,CEE 573,CEE 512,0.82559544
CEE 512,ACO 331,CEE 512,0.8031782
CEE 784,ADE 484,CEE 784,1.0000002000000001
CEE 784,GPH 784,CEE 784,1.0000002000000001
CEL 375,LAS 481,CEL 375,0.8326287
CEL 375,SPA 481,CEL 375,0.8326287
CHI 680,SED 780,CHI 680,0.99999976
CHI 680,EVO 680,CHI 680,0.99999976
CHI 695,RDG 695,CHI 695,0.9999998999999999
CHI 695,CRD 795,CHI 695,0.9999998999999999
CHI 784,IAP 484,CHI 784,1.0000002000000001
CHI 784,SER 684,CHI 784,1.0000002000000001
CHM 424,EEE 562,CHM 424,0.8663825
CHM 424,MEE 491,CHM 424,0.8648051
CHM 484,EXW 484,CHM 484,1.0000002000000001
CHM 484,HDA 784,CHM 484,1.0000002000000001
CHM 532,MSE 330,CHM 532,0.88816506
CHM 532,GLG 581,CHM 532,0.8866886
CHS 484,ATE 584,CHS 484,1.0000002000000001
CHS 484,CSM 484,CHS 484,1.0000002000000001
CIS 235,TGM 528,CIS 235,0.8496948000000001
CIS 235,MCO 436,CIS 235,0.8415485999999999
CIS 560,STC 530,CIS 560,0.856547
CIS 560,OGL 320,CIS 560,0.8489173000000001
CIS 598,MGT 598,CIS 598,1.0000001
CIS 598,ROM 598,CIS 598,1.0000001
CIS 795,HPS 795,CIS 795,0.9999998999999999
CIS 795,SLC 595,CIS 795,0.9999998999999999
CNE 452,CON 450,CNE 452,0.854773
CNE 452,CON 488,CNE 452,0.805459
COE 695,POS 795,COE 695,0.9999998999999999
COE 695,ARS 595,COE 695,0.9999998999999999
COM 310,COM 110,COM 310,0.80029356
COM 310,COM 316,COM 310,0.78402555
COM 416,WST 475,COM 416,0.8389486999999999
COM 416,SLC 455,COM 416,0.80869365
COM 422,POS 301,COM 422,0.836591
COM 422,SGS 305,COM 422,0.836591
COM 429,MCO 450,COM 429,0.8153541999999999
COM 429,COM 467,COM 429,0.79299104
COM 446,WST 483,COM 446,0.8129361999999999
COM 446,WST 640,COM 446,0.80681264
CON 101,PUP 420,CON 101,0.8544611999999999
CON 101,EDS 201,CON 101,0.8531655999999999
CON 472,PUP 573,CON 472,0.8480196
CON 472,HCR 301,CON 472,0.8431834
CON 561,MGT 302,CON 561,0.8440583
CON 561,ERM 540,CON 561,0.81684387
CON 799,MTE 799,CON 799,1.0
CON 799,ASB 799,CON 799,1.0
CPI 462,EDT 329,CPI 462,0.83887756
CPI 462,EDT 561,CPI 462,0.8173814
CPY 693,MUD 593,CPY 693,1.0
CPY 693,MET 593,CPY 693,1.0
CRD 591,MET 591,CRD 591,1.0000002000000001
CRD 591,LDE 691,CRD 591,1.0000001
CRD 695,ARE 695,CRD 695,0.9999998999999999
CRD 695,CEN 595,CRD 695,0.9999998999999999
CRJ 260,CRJ 513,CRJ 260,0.8592948
CRJ 260,CRJ 464,CRJ 260,0.82058764
CRJ 411,POS 470,CRJ 411,0.76206064
CRJ 411,CRJ 444,CRJ 411,0.7447524
CRJ 503,POS 601,CRJ 503,0.91688275
CRJ 503,CSM 402,CRJ 503,0.8932247
CRJ 511,CRJ 531,CRJ 511,0.8928646000000001
CRJ 511,CRJ 605,CRJ 511,0.8760178
CSE 594,LSE 594,CSE 594,0.9999998999999999
CSE 594,MCE 594,CSE 594,0.9999998999999999
DBA 592,STP 592,DBA 592,0.99999994
DBA 592,AME 592,DBA 592,0.99999994
DCE 122,MUP 388,DCE 122,0.8659928
DCE 122,MUE 560,DCE 122,0.86146504
DCE 234,DCE 501,DCE 234,0.91862243
DCE 234,DCE 334,DCE 234,0.8967377000000001
ECD 503,PPE 501,ECD 503,1.0000002000000001
ECD 503,SPE 501,ECD 503,1.0000002000000001
ECD 592,INT 692,ECD 592,0.99999994
ECD 592,ARS 692,ECD 592,0.99999994
ECD 593,MET 593,ECD 593,1.0
ECD 593,EDA 693,ECD 593,0.9999998999999999
ECN 331,TGM 430,ECN 331,0.87822604
ECN 331,ISS 562,ECN 331,0.87678397
ECN 753,OMT 480,ECN 753,0.88436544
ECN 753,MGT 302,ECN 753,0.8758799999999999
ECN 784,PPE 593,ECN 784,0.8777446
ECN 784,BCH 501,ECN 784,0.8314136000000001
ECS 315,SPE 506,ECS 315,0.92351854
ECS 315,PPE 551,ECS 315,0.91279143
EDP 499,POR 499,EDP 499,0.99999994
EDP 499,BUS 499,EDP 499,0.99999994
EDS 194,FRE 294,EDS 194,1.0
EDS 194,FRE 194,EDS 194,1.0
EDT 462,EDT 562,EDT 462,0.9999998999999999
EDT 462,MKT 530,EDT 462,0.88809973
EDT 501,CRD 403,EDT 501,0.8306856
EDT 501,EDT 530,EDT 501,0.8246559000000001
EDT 584,POS 484,EDT 584,1.0000002000000001
EDT 584,BUS 484,EDT 584,1.0000002000000001
EDT 591,MET 591,EDT 591,1.0000002000000001
EDT 591,MUP 591,EDT 591,1.0000001
EEE 471,EEE 546,EEE 471,0.86827654
EEE 471,EEE 571,EEE 471,0.83976316
EEE 505,EEE 643,EEE 505,0.8816485000000001
EEE 505,EEE 581,EEE 505,0.8792511000000001
EEE 539,EEE 643,EEE 539,0.8355326
EEE 539,EEE 541,EEE 539,0.81375295
EEE 564,EEE 565,EEE 564,0.7590218000000001
EEE 564,MET 434,EEE 564,0.758705
EEE 690,LTC 590,EEE 690,0.99999976
EEE 690,BUS 590,EEE 690,0.99999976
EGR 101,FSE 100,EGR 101,0.9210972
EGR 101,EEE 101,EGR 101,0.9072218000000001
EGR 280,IEE 380,EGR 280,0.9287321
EGR 280,CSE 569,EGR 280,0.8553715000000001
EGR 294,ART 494,EGR 294,1.0
EGR 294,DAH 494,EGR 294,1.0
EGR 475,ALT 360,EGR 475,0.846455
EGR 475,NAN 560,EGR 475,0.84606194
EMS 507,SOS 558,EMS 507,0.9350574
EMS 507,EMS 514,EMS 507,0.9080809999999999
ENG 364,ENG 455,ENG 364,0.89152527
ENG 364,WST 640,ENG 364,0.8869948000000001
ENG 390,ENG 393,ENG 390,0.8505801
ENG 390,TSS 506,ENG 390,0.82453966
ENG 472,COM 607,ENG 472,0.8752656999999999
ENG 472,CMN 502,ENG 472,0.8268681
ENG 490,ENG 491,ENG 490,0.9999995
ENG 490,REL 301,ENG 490,0.8575697
ENG 593,MUD 593,ENG 593,1.0
ENG 593,MET 593,ENG 593,1.0
ENG 604,ENG 642,ENG 604,0.89542437
ENG 604,SLC 202,ENG 604,0.8832175999999999
ENT 464,ENT 465,ENT 464,1.0000001
ENT 464,GRA 464,ENT 464,1.0000001
ENV 394,FRE 294,ENV 394,1.0
ENV 394,FRE 194,ENV 394,1.0
ESS 583,TSS 783,ESS 583,1.0
ESS 583,ESS 783,ESS 583,1.0
ESS 691,MET 591,ESS 691,1.0000002000000001
ESS 691,ARE 591,ESS 691,1.0000001
EST 500,DAH 500,EST 500,0.9999998999999999
EST 500,LAW 600,EST 500,0.99999976
EST 584,IEE 584,EST 584,1.0000002000000001
EST 584,MCE 784,EST 584,1.0000002000000001
EST 599,MET 599,EST 599,1.0
EST 599,REL 599,EST 599,1.0
EXW 380,WST 460,EXW 380,0.8152913
EXW 380,FMS 460,EXW 380,0.7649859
EXW 597,BIO 293,EXW 597,0.82167643
EXW 597,HCR 564,EXW 597,0.81963617
EXW 640,STP 281,EXW 640,0.89948785
EXW 640,STP 429,EXW 640,0.89863086
FIN 123,UNI 120,FIN 123,0.78668404
FIN 123,TGM 502,FIN 123,0.7755717
FIN 494,RUS 294,FIN 494,1.0
FIN 494,DAH 294,FIN 494,1.0
FIN 594,LES 594,FIN 594,0.9999998999999999
FIN 594,ATE 594,FIN 594,0.9999998999999999
FIN 598,TEM 598,FIN 598,1.0000001
FIN 598,MUS 598,FIN 598,1.0000001
FMS 430,ARS 443,FMS 430,1.0000002000000001
FMS 430,ARS 543,FMS 430,0.99932635
FMS 465,SLC 440,FMS 465,0.7706881
FMS 465,FMP 201,FMS 465,0.77012986
FMS 490,SWU 413,FMS 490,0.78113955
FMS 490,HCD 564,FMS 490,0.76174146
FSE 700,MKT 700,FSE 700,0.99999976
FSE 700,SED 500,FSE 700,0.99999976
GBL 92,ENG 214,GBL 92,0.7768761
GBL 92,WAC 107,GBL 92,0.74873465
GCU 253,COM 463,GCU 253,0.79354095
GCU 253,COM 371,GCU 253,0.7902146
GCU 350,POS 160,GCU 350,0.8191619000000001
GCU 350,GCU 359,GCU 350,0.80511665
GCU 499,ECS 499,GCU 499,0.99999994
GCU 499,PSY 499,GCU 499,0.99999994
GER 312,BCS 495,GER 312,0.79635847
GER 312,RDG 525,GER 312,0.78342295
GER 598,DSC 598,GER 598,1.0000001
GER 598,PPE 598,GER 598,1.0000001
GIT 492,MED 492,GIT 492,1.0000002000000001
GIT 492,CHM 492,GIT 492,1.0000002000000001
GLG 783,EDA 783,GLG 783,1.0
GLG 783,ESS 683,GLG 783,1.0
GRD 791,MUD 591,GRD 791,1.0000002000000001
GRD 791,MET 591,GRD 791,1.0000002000000001
HCD 502,HCD 540,HCD 502,0.91020757
HCD 502,HHE 540,HCD 502,0.8845389000000001
HCD 520,SOC 320,HCD 520,0.80294913
HCD 520,HHE 540,HCD 520,0.79143596
HCR 420,SPE 541,HCR 420,0.83187073
HCR 420,HCR 440,HCR 420,0.8305788000000001
HCR 552,HCR 563,HCR 552,0.8664056
HCR 552,DNP 710,HCR 552,0.85269046
HDA 583,FSE 583,HDA 583,1.0
HDA 583,EEE 683,HDA 583,1.0
HED 484,PPE 484,HED 484,1.0000002000000001
HED 484,SPE 584,HED 484,1.0000002000000001
HON 379,ARS 533,HON 379,0.7965468000000001
HON 379,ARS 330,HON 379,0.7271041
HPS 492,FMP 492,HPS 492,1.0000002000000001
HPS 492,BUS 492,HPS 492,1.0000002000000001
HSE 791,CED 791,HSE 791,1.0000002000000001
HSE 791,MET 591,HSE 791,1.0000002000000001
HST 210,AFR 364,HST 210,0.8173796999999999
HST 210,HST 334,HST 210,0.8173796999999999
HST 321,HST 322,HST 321,0.8729273999999999
HST 321,HST 407,HST 321,0.8651761999999998
HST 328,WST 364,HST 328,0.805
HST 328,AFR 365,HST 328,0.805
HST 700,DAH 500,HST 700,0.9999998999999999
HST 700,EVO 600,HST 700,0.99999976
HST 784,TEM 484,HST 784,1.0000002000000001
HST 784,HDA 484,HST 784,1.0000002000000001
HUD 403,LAW 710,HUD 403,0.74455047
HUD 403,CON 477,HUD 403,0.7270241999999999
HUD 463,EEE 488,HUD 463,0.9309854999999999
HUD 463,CEE 585,HUD 463,0.90820783
IAP 354,ASB 402,IAP 354,0.8673135000000001
IAP 354,HDA 510,IAP 354,0.86107045
IAP 498,ART 498,IAP 498,1.0000001
IAP 498,AFR 498,IAP 498,1.0
IAP 598,PUB 598,IAP 598,1.0000001
IAP 598,ECN 598,IAP 598,1.0000001
IAS 598,AME 598,IAS 598,1.0000001
IAS 598,EDP 598,IAS 598,1.0000001
IBC 732,HCD 575,IBC 732,0.8923283999999999
IBC 732,PSY 582,IBC 732,0.86124563
IED 484,TEL 484,IED 484,1.0000002000000001
IED 484,PTX 484,IED 484,1.0000002000000001
IED 502,AIS 480,IED 502,0.885616
IED 502,AIS 508,IED 502,0.8804179
IED 591,CED 791,IED 591,1.0000002000000001
IED 591,MET 591,IED 591,1.0000002000000001
IED 691,MUD 591,IED 691,1.0000002000000001
IED 691,CED 791,IED 691,1.0000002000000001
IEE 475,IEE 545,IEE 475,1.0000001
IEE 475,IEE 575,IEE 475,0.909184
IEE 500,MGT 700,IEE 500,0.99999976
IEE 500,PSY 500,IEE 500,0.99999976
IEE 520,OMT 548,IEE 520,0.88172287
IEE 520,NTR 501,IEE 520,0.86422884
IEE 533,CIS 560,IEE 533,0.7782545999999999
IEE 533,CIS 345,IEE 533,0.7621699000000001
IFT 458,IFT 472,IFT 458,0.8902104
IFT 458,IEE 506,IFT 458,0.8602511
IMD 494,RUS 194,IMD 494,1.0
IMD 494,FRE 294,IMD 494,1.0
IND 194,FRE 294,IND 194,1.0
IND 194,RUS 194,IND 194,1.0
IND 692,FRE 592,IND 692,0.99999994
IND 692,CEN 592,IND 692,0.99999994
INT 262,CSM 485,INT 262,0.7569593000000001
INT 262,CRD 210,INT 262,0.68874675
ITA 111,ITA 201,ITA 111,0.9134839
ITA 111,ITA 202,ITA 111,0.90338373
ITA 191,IDN 191,ITA 191,1.0000002000000001
ITA 191,AVC 191,ITA 191,1.0000002000000001
JPN 110,JPN 210,JPN 110,0.9981909
JPN 110,JPN 316,JPN 110,0.87046313
JPN 309,JPN 445,JPN 309,0.77314097
JPN 309,JPN 316,JPN 309,0.7568796999999999
JPN 535,GRK 444,JPN 535,0.72872865
JPN 535,GRK 221,JPN 535,0.716372
JPN 595,RDG 795,JPN 595,0.9999998999999999
JPN 595,CEN 595,JPN 595,0.9999998999999999
JST 373,WST 372,JST 373,1.0000001
JST 373,SOC 375,JST 373,0.7828578
JUS 308,POS 270,JUS 308,0.8528966
JUS 308,JUS 470,JUS 308,0.84182143
JUS 385,POS 270,JUS 385,0.763397
JUS 385,CRJ 513,JUS 385,0.759865
JUS 410,CRJ 524,JUS 410,0.81663215
JUS 410,CRJ 517,JUS 410,0.776219
KIN 290,NTR 290,KIN 290,1.0000002000000001
KIN 290,IBC 110,KIN 290,0.9055021999999999
KIN 335,BME 316,KIN 335,0.9128837
KIN 335,KIN 540,KIN 335,0.8724141
LAS 494,RUS 294,LAS 494,1.0
LAS 494,DAH 294,LAS 494,1.0
LAW 210,LAW 315,LAW 210,0.85854506
LAW 210,LAW 215,LAW 210,0.8190616
LAW 484,GPH 784,LAW 484,1.0000002000000001
LAW 484,THP 684,LAW 484,1.0000002000000001
LAW 619,SOS 325,LAW 619,0.8484094000000001
LAW 619,ERM 201,LAW 619,0.83149123
LAW 636,PUP 433,LAW 636,0.84586966
LAW 636,REA 411,LAW 636,0.8318690999999999
LAW 660,RED 501,LAW 660,0.7648473000000001
LAW 660,RED 508,LAW 660,0.7457931
LDE 494,MUP 194,LDE 494,0.9999998999999999
LDE 494,CDE 294,LDE 494,0.9999998999999999
LPH 499,IMD 499,LPH 499,0.99999994
LPH 499,HRC 499,LPH 499,0.99999994
LSE 693,MET 593,LSE 693,1.0
LSE 693,MCO 593,LSE 693,0.9999998999999999
LSE 700,TSS 700,LSE 700,0.99999976
LSE 700,THP 700,LSE 700,0.99999976
LST 194,DAH 194,LST 194,1.0
LST 194,RUS 294,LST 194,1.0
LTC 343,LDE 461,LTC 343,0.80982053
LTC 343,LTC 446,LTC 343,0.79742277
MAE 504,TEM 532,MAE 504,0.87764287
MAE 504,PHY 444,MAE 504,0.8730428
MAE 588,SEC 588,MAE 588,1.0000002000000001
MAE 588,EEE 565,MAE 588,0.8721271
MAS 513,BIS 343,MAS 513,0.8972228000000001
MAS 513,OGL 343,MAS 513,0.8972228000000001
MAS 583,AFR 783,MAS 583,1.0
MAS 583,CED 583,MAS 583,1.0
MAT 142,MAT 171,MAT 142,0.82820857
MAT 142,IEE 670,MAT 142,0.82458574
MAT 210,MAT 265,MAT 210,0.9354
MAT 210,MAT 270,MAT 210,0.9349635000000001
MAT 580,MUP 580,MAT 580,0.99999976
MAT 580,SWG 680,MAT 580,0.99999976
MBB 492,NEW 492,MBB 492,1.0000002000000001
MBB 492,BLE 492,MBB 492,1.0000002000000001
MCB 592,UET 592,MCB 592,0.99999994
MCB 592,CIS 692,MCB 592,0.99999994
MCB 790,PLA 690,MCB 790,0.99999976
MCB 790,POR 590,MCB 790,0.99999976
MCE 584,HHE 584,MCE 584,1.0000002000000001
MCE 584,ARE 684,MCE 584,1.0000002000000001
MCO 526,MCO 529,MCO 526,0.8350847
MCO 526,MCO 551,MCO 526,0.72075593
MCO 795,ART 695,MCO 795,0.9999998999999999
MCO 795,CDE 595,MCO 795,0.9999998999999999
MEE 472,EEE 576,MEE 472,0.82717514
MEE 472,MSE 100,MEE 472,0.8213029000000001
MFG 386,EGR 430,MFG 386,0.8611877
MFG 386,EGR 388,MFG 386,0.8568200999999999
MGT 191,MUP 191,MGT 191,1.0000002000000001
MGT 191,JPN 191,MGT 191,1.0000002000000001
MGT 303,THP 450,MGT 303,0.88184464
MGT 303,THP 550,MGT 303,0.88184464
MGT 592,LTC 592,MGT 592,0.99999994
MGT 592,LDE 592,MGT 592,0.99999994
MHL 194,FRE 294,MHL 194,1.0
MHL 194,ART 494,MHL 194,1.0
MHL 693,MET 593,MHL 693,1.0
MHL 693,MUD 593,MHL 693,1.0
MKT 303,MKT 462,MKT 303,0.8386673000000001
MKT 303,MKT 402,MKT 303,0.82997596
MKT 452,MGT 303,MKT 452,0.86997724
MKT 452,MGT 320,MKT 452,0.8163943
MKT 590,MTC 790,MKT 590,0.99999976
MKT 590,MSE 690,MKT 590,0.99999976
MKT 692,WST 692,MKT 692,0.99999994
MKT 692,ESS 692,MKT 692,0.99999994
MKT 799,SSH 799,MKT 799,1.0
MKT 799,EEE 799,MKT 799,1.0
MSE 795,PLA 795,MSE 795,0.9999998999999999
MSE 795,MGT 795,MSE 795,0.9999998999999999
MTC 441,MUP 117,MTC 441,0.8311118000000001
MTC 441,MUP 417,MTC 441,0.8153614
MTC 518,MTC 519,MTC 518,0.9174975000000001
MTC 518,MUP 451,MTC 518,0.79586804
MUD 592,FMP 592,MUD 592,0.99999994
MUD 592,FSE 592,MUD 592,0.99999994
MUE 555,MUE 560,MUE 555,0.89500755
MUE 555,MUE 589,MUE 555,0.8916583
MUE 757,OMT 592,MUE 757,0.8780886
MUE 757,TGM 592,MUE 757,0.8780886
MUP 170,MUP 172,MUP 170,0.9198531999999999
MUP 170,MUP 272,MUP 170,0.9144809000000002
MUP 538,MUP 542,MUP 538,0.8582728999999999
MUP 538,MUP 539,MUP 538,0.82138574
MUP 550,MUP 555,MUP 550,0.87225556
MUP 550,MUP 557,MUP 550,0.871484
NEU 784,RDG 584,NEU 784,1.0000002000000001
NEU 784,HHE 584,NEU 784,1.0000002000000001
NEW 194,DAH 494,NEW 194,1.0
NEW 194,DAH 294,NEW 194,1.0
NTR 150,NTR 290,NTR 150,0.84575295
NTR 150,NTR 341,NTR 150,0.81666243
NTR 446,NTR 503,NTR 446,0.88450044
NTR 446,HCD 501,NTR 446,0.88009566
NUR 323 (LAB),NUR 420,NUR 323 (LAB),0.90479755
NUR 323 (LAB),NUR 447 (LAB),NUR 323 (LAB),0.90093744
NUR 629,POS 503,NUR 629,0.8500184000000001
NUR 629,PSY 420,NUR 629,0.8269527
NUR 792,CEN 792,NUR 792,1.0000001
NUR 792,PUP 792,NUR 792,1.0000001
OMT 191,UET 191,OMT 191,1.0000002000000001
OMT 191,BUS 191,OMT 191,1.0000002000000001
PAF 548,WST 485,PAF 548,0.8629912000000001
PAF 548,PHI 408,PAF 548,0.85334146
PAF 587,NLM 380,PAF 587,0.849979
PAF 587,SWG 687,PAF 587,0.8489088
PAF 783,EVO 783,PAF 783,1.0
PAF 783,SPF 683,PAF 783,1.0
PAX 230,NEW 100,PAX 230,0.8672875
PAX 230,SST 510,PAX 230,0.86667407
PGM 250,PGM 350,PGM 250,0.8256841999999999
PGM 250,THP 520,PGM 250,0.7350498000000001
PGM 394,FMP 394,PGM 394,1.0
PGM 394,ART 494,PGM 394,1.0
PHI 339,SOC 486,PHI 339,0.8113579000000001
PHI 339,COE 503,PHI 339,0.7923763
PHS 298,SOC 298,PHS 298,1.0
PHS 298,MTC 298,PHS 298,1.0
PHS 492,WPC 492,PHS 492,1.0000002000000001
PHS 492,MGT 492,PHS 492,1.0000002000000001
POR 472,JPN 535,POR 472,0.779053
POR 472,SLC 401,POR 472,0.7704604
POS 341,POS 443,POS 341,0.87689704
POS 341,POS 442,POS 341,0.8133818
POS 437,POS 552,POS 437,0.73677105
POS 437,POS 550,POS 437,0.66951233
PPE 320,PPE 335,PPE 320,0.85037684
PPE 320,PPE 576,PPE 320,0.8238832
PPE 584,MGT 584,PPE 584,1.0000002000000001
PPE 584,NEU 784,PPE 584,1.0000002000000001
PSY 562,SMC 562,PSY 562,0.99999976
PSY 562,PSY 572,PSY 562,0.85318863
PSY 795,TSS 695,PSY 795,0.9999998999999999
PSY 795,STP 795,PSY 795,0.9999998999999999
PUP 561,LDE 522,PUP 561,0.8428936
PUP 561,LDE 521,PUP 561,0.8370979
PUP 595,SWG 595,PUP 595,0.9999998999999999
PUP 595,ARE 595,PUP 595,0.9999998999999999
RDG 691,MET 591,RDG 691,1.0000002000000001
RDG 691,BUS 591,RDG 691,1.0000001
REA 394,RUS 294,REA 394,1.0
REA 394,DAH 494,REA 394,1.0
RED 502,TAM 521,RED 502,0.9041096
RED 502,RED 509,RED 502,0.9034518
REL 312,JST 369,REL 312,0.99999964
REL 312,REL 386,REL 312,0.8746376
REL 430,ASB 223,REL 430,0.8679756
REL 430,ASB 337,REL 430,0.84418774
RUS 102,RUS 201,RUS 102,0.9029860999999999
RUS 102,RUS 202,RUS 102,0.9029860999999999
SAO 484,HCR 484,SAO 484,1.0000002000000001
SAO 484,POS 584,SAO 484,1.0000002000000001
SCM 479,SCM 501,SCM 479,0.86392283
SCM 479,TGM 531,SCM 479,0.8581511000000001
SCN 505,ABS 555,SCN 505,0.82932633
SCN 505,SOS 330,SCN 505,0.8244858
SCN 509,SOS 330,SCN 509,0.85743666
SCN 509,EDS 301,SCN 509,0.82859576
SED 578,PPE 478,SED 578,0.94103175
SED 578,SPE 478,SED 578,0.9364553
SED 690,LSE 790,SED 690,0.99999976
SED 690,PLB 590,SED 690,0.99999976
SER 598,EEE 598,SER 598,1.0000001
SER 598,ASB 598,SER 598,1.0000001
SER 795,COM 595,SER 795,0.9999998999999999
SER 795,RDG 595,SER 795,0.9999998999999999
SGS 499,MET 499,SGS 499,0.99999994
SGS 499,MET 498,SGS 499,0.8407321
SHS 516,SHS 520,SHS 516,0.86575747
SHS 516,EDP 536,SHS 516,0.8607944
SLB 598,HUL 598,SLB 598,0.9999998999999999
SLB 598,CDE 598,SLB 598,0.98490024
SLB 684,MCO 584,SLB 684,1.0000002000000001
SLB 684,BUS 484,SLB 684,1.0000002000000001
SLC 191,SGS 191,SLC 191,1.0000002000000001
SLC 191,JPN 191,SLC 191,1.0000002000000001
SLC 245,SGS 245,SLC 245,0.9999996999999999
SLC 245,SGS 240,SLC 245,0.76435053
SLC 498,ART 498,SLC 498,1.0000001
SLC 498,CDE 498,SLC 498,1.0
SMC 562,MET 501,SMC 562,0.7740176999999999
SMC 562,MET 401,SMC 562,0.71789646
SOC 264,SGS 454,SOC 264,0.8781984
SOC 264,SOS 447,SOC 264,0.8781984
SOC 427,PSY 462,SOC 427,0.82994634
SOC 427,PSY 472,SOC 427,0.8209947
SOC 484,STP 484,SOC 484,1.0000002000000001
SOC 484,JPN 584,SOC 484,1.0000002000000001
SPA 456,THP 372,SPA 456,0.70807725
SPA 456,IAP 321,SPA 456,0.66284275
SPE 422,SPE 506,SPE 422,0.88129616
SPE 422,EDP 568,SPE 422,0.8745579
SPE 505,SPE 540,SPE 505,0.8711523000000001
SPE 505,SPE 586,SPE 505,0.86043423
SPE 538,RDG 531,SPE 538,1.0
SPE 538,RDG 322,SPE 538,0.9667162
SPE 566,SPE 568,SPE 566,0.91056395
SPE 566,PSY 341,SPE 566,0.8781561
SPE 576,PPE 396,SPE 576,0.94578856
SPE 576,PPE 567,SPE 576,0.94578856
SPF 693,MUD 593,SPF 693,1.0
SPF 693,MET 593,SPF 693,1.0
SWG 516,SWU 310,SWG 516,0.82075095
SWG 516,SWU 295,SWG 516,0.8174369
SWU 310,SWU 311,SWU 310,0.7997863000000001
SWU 310,MGT 380,SWU 310,0.7944201
TCL 364,ARS 469,TCL 364,0.8142961
TCL 364,ASB 464,TCL 364,0.8140191
TDM 294,FMP 394,TDM 294,1.0
TDM 294,RUS 294,TDM 294,1.0
TDM 498,ART 498,TDM 498,1.0000001
TDM 498,BUA 498,TDM 498,1.0
TDM 521,TDM 562,TDM 521,0.8838005999999999
TDM 521,TDM 561,TDM 521,0.8399515
TEM 481,TEM 482,TEM 481,0.9379303
TEM 481,HON 447,TEM 481,0.8951082
THE 321,THE 524,THE 321,0.7364508000000001
THE 321,THE 322,THE 321,0.7299831
THE 484,ECD 484,THE 484,1.0000002000000001
THE 484,MGT 484,THE 484,1.0000002000000001
THE 695,TGM 595,THE 695,0.9999998999999999
THE 695,AET 595,THE 695,0.9999998999999999
THP 260,THP 360,THP 260,0.87638736
THP 260,THP 560,THP 260,0.8667690999999998
THP 529,THP 552,THP 529,0.7641226
THP 529,ART 482,THP 529,0.7232727
THP 552,ART 482,THP 552,0.7273153
THP 552,THP 618,THP 552,0.71979094
THP 593,MET 593,THP 593,1.0
THP 593,BUS 593,THP 593,0.9999998999999999
THP 598,LDE 598,THP 598,1.0000001
THP 598,BUS 598,THP 598,1.0000001
THP 783,TSS 583,THP 783,1.0
THP 783,TSS 683,THP 783,1.0
TSS 615,SGS 304,TSS 615,0.7535875
TSS 615,SGS 303,TSS 615,0.74868244
TWC 560,OGL 240,TWC 560,0.7825171
TWC 560,OGL 320,TWC 560,0.7606001
UET 294,FRE 294,UET 294,1.0
UET 294,FRE 194,UET 294,1.0
UET 494,FRE 294,UET 494,1.0
